t,vx,wz,tgt_r,tgt_l,spd_r,spd_l,err_r,err_l,ticks_r,ticks_l,dist_r,dist_l,raw_angle,filtered_angle,error,weld,ff_r,ff_l,kickstart_r,kickstart_l
2.618,0.03111830670040268,0.032387873979492984,0.03597648779732662,0.02626012560347873,0.0096,0.003,0.0263,0.0233,7,2,0.0065,0.0019,-0.7031216044716506,-0.7031216044716506,0.0,WELD_FOUND,0.2086,0.1545,False,False
2.668,0.03111830670040268,0.032387873979492984,0.03597648779732662,0.02626012560347873,0.0096,0.003,0.0263,0.0233,7,2,0.0065,0.0019,-0.7031216044716506,-0.7031216044716506,0.0,WELD_FOUND,0.2086,0.1545,False,False
2.718,0.03228684446964634,0.012655915253945528,0.03418523175773817,0.030388457181554508,0.0096,0.003,0.0245,0.0274,7,2,0.0065,0.0019,3.4150945850063755e-06,-0.35155909468853286,0.35156250978311787,WELD_FOUND,0.2008,0.1788,False,False
2.768,0.03228684446964634,0.012655915253945528,0.03418523175773817,0.030388457181554508,0.0077,0.0024,0.0265,0.028,7,2,0.0065,0.0019,3.4150945850063755e-06,-0.35155909468853286,0.35156250978311787,WELD_FOUND,0.2008,0.1788,False,False
2.818,0.035,0.0,0.035,0.035,0.0077,0.0024,0.0273,0.0326,7,2,0.0065,0.0019,0.35156592487770283,3.4150945850063755e-06,0.3515625097831178,WELD_FOUND,0.2043,0.2043,False,False
2.868,0.035,0.0,0.035,0.035,0.0077,0.0024,0.0273,0.0326,7,2,0.0065,0.0019,0.35156592487770283,3.4150945850063755e-06,0.3515625097831178,WELD_FOUND,0.2043,0.2043,False,False
2.918,0.0,0.0,0.0,0.0,0.0062,0.0019,-0.0062,-0.0019,7,2,0.0065,0.0019,0.35156592487770283,nan,nan,NO_WELD,0.0,0.0,False,False
2.968,0.0,0.0,0.0,0.0,0.0062,0.0019,-0.0062,-0.0019,7,2,0.0065,0.0019,0.35156592487770283,nan,nan,NO_WELD,0.0,0.0,False,False
3.018,0.03127779534038725,-0.03106401030589432,0.0266181937945031,0.0359373968862714,0.0049,0.0015,0.0217,0.0344,7,2,0.0065,0.0019,0.7031284346608206,0.7031284346608206,0.0,WELD_FOUND,0.1566,0.2084,False,False
3.07,0.03127779534038725,-0.03106401030589432,0.0266181937945031,0.0359373968862714,0.0049,0.0015,0.0217,0.0344,7,2,0.0065,0.0019,0.7031284346608206,0.7031284346608206,0.0,WELD_FOUND,0.1566,0.2084,False,False
3.118,0.0,0.0,0.0,0.0,0.0049,0.0015,-0.0049,-0.0015,7,2,0.0065,0.0019,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
3.168,0.0,0.0,0.0,0.0,0.004,0.0012,-0.004,-0.0012,7,2,0.0065,0.0019,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
3.218,0.035,0.0,0.035,0.035,0.004,0.0012,0.031,0.0338,7,2,0.0065,0.0019,3.4150945850063755e-06,3.4150945850063755e-06,0.0,WELD_FOUND,0.2043,0.2043,False,False
3.268,0.035,0.0,0.035,0.035,0.0032,0.0,0.0318,0.035,7,2,0.0065,0.0019,3.4150945850063755e-06,3.4150945850063755e-06,0.0,WELD_FOUND,0.2043,0.2043,False,False
3.318,0.0,0.0,0.0,0.0,0.0032,0.0,-0.0032,0.0,7,2,0.0065,0.0019,3.4150945850063755e-06,nan,nan,NO_WELD,0.0,0.0,False,False
3.368,0.0,0.0,0.0,0.0,0.0032,0.0,-0.0032,0.0,7,2,0.0065,0.0019,3.4150945850063755e-06,nan,nan,NO_WELD,0.0,0.0,False,False
3.418,0.035,0.0,0.035,0.035,0.0025,0.0,0.0325,0.035,7,2,0.0065,0.0019,3.4150945850063755e-06,3.4150945850063755e-06,0.0,WELD_FOUND,0.2043,0.0,False,True
3.468,0.035,0.0,0.035,0.035,0.0025,0.0,0.0325,0.035,7,2,0.0065,0.0019,3.4150945850063755e-06,3.4150945850063755e-06,0.0,WELD_FOUND,0.2043,0.0,False,True
3.518,0.0,0.0,0.0,0.0,0.0025,0.0,-0.0025,0.0,7,2,0.0065,0.0019,3.4150945850063755e-06,nan,nan,NO_WELD,0.0,0.0,False,False
3.568,0.0,0.0,0.0,0.0,0.002,0.0,-0.002,0.0,7,2,0.0065,0.0019,3.4150945850063755e-06,nan,nan,NO_WELD,0.0,0.0,False,False
3.618,0.0,0.0,0.0,0.0,0.002,0.0,-0.002,0.0,7,3,0.0065,0.0028,3.4150945850063755e-06,nan,nan,NO_WELD,0.0,0.0,False,False
3.668,0.0,0.0,0.0,0.0,0.002,0.0,-0.002,0.0,7,3,0.0065,0.0028,3.4150945850063755e-06,nan,nan,NO_WELD,0.0,0.0,False,False
3.718,0.031202163569443726,0.029237972393106687,0.03558785942840973,0.026816467710477722,0.0016,0.0025,0.034,0.0243,7,3,0.0065,0.0028,-0.7031216044716506,-0.7031216044716506,0.0,WELD_FOUND,0.2069,0.1577,False,False
3.768,0.031202163569443726,0.029237972393106687,0.03558785942840973,0.026816467710477722,0.0016,0.0025,0.034,0.0243,7,3,0.0065,0.0028,-0.7031216044716506,-0.7031216044716506,0.0,WELD_FOUND,0.2069,0.1577,False,False
3.818,0.0,0.0,0.0,0.0,0.0013,0.002,-0.0013,-0.002,7,3,0.0065,0.0028,-0.7031216044716506,nan,nan,NO_WELD,0.0,0.0,False,False
3.868,0.0,0.0,0.0,0.0,0.0013,0.002,-0.0013,-0.002,7,3,0.0065,0.0028,-0.7031216044716506,nan,nan,NO_WELD,0.0,0.0,False,False
3.918,0.0,0.0,0.0,0.0,0.0013,0.002,-0.0013,-0.002,7,3,0.0065,0.0028,-0.7031216044716506,nan,nan,NO_WELD,0.0,0.0,False,False
3.968,0.0,0.0,0.0,0.0,0.001,0.0016,-0.001,-0.0016,7,3,0.0065,0.0028,-0.7031216044716506,nan,nan,NO_WELD,0.0,0.0,False,False
4.018,0.0,0.0,0.0,0.0,0.001,0.0016,-0.001,-0.0016,7,3,0.0065,0.0028,-0.7031216044716506,nan,nan,NO_WELD,0.0,0.0,False,False
4.07,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,-0.0013,7,3,0.0065,0.0028,-0.7031216044716506,nan,nan,NO_WELD,0.0,0.0,False,False
4.118,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,-0.0013,7,3,0.0065,0.0028,3.4150945850063755e-06,3.4150945850063755e-06,0.0,WELD_FOUND,0.0,0.0,False,False
4.168,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,-0.0013,7,3,0.0065,0.0028,3.4150945850063755e-06,3.4150945850063755e-06,0.0,WELD_FOUND,0.0,0.0,False,False
4.218,0.0,0.0,0.0,0.0,0.0,0.001,0.0,-0.001,7,3,0.0065,0.0028,3.4150945850063755e-06,nan,nan,NO_WELD,0.0,0.0,False,False
4.268,0.0,0.0,0.0,0.0,0.0,0.001,0.0,-0.001,7,3,0.0065,0.0028,3.4150945850063755e-06,nan,nan,NO_WELD,0.0,0.0,False,False
4.318,0.035,0.0,0.035,0.035,0.0,0.0,0.035,0.035,7,3,0.0065,0.0028,3.4150945850063755e-06,3.4150945850063755e-06,0.0,WELD_FOUND,0.0,0.0,True,True
4.368,0.035,0.0,0.035,0.035,0.0,0.0,0.035,0.035,7,3,0.0065,0.0028,3.4150945850063755e-06,3.4150945850063755e-06,0.0,WELD_FOUND,0.0,0.0,True,True
4.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,4,0.0074,0.0037,3.4150945850063755e-06,nan,nan,NO_WELD,0.0,0.0,False,False
4.468,0.0,0.0,0.0,0.0,0.0025,0.0025,-0.0025,-0.0025,8,4,0.0074,0.0037,3.4150945850063755e-06,nan,nan,NO_WELD,0.0,0.0,False,False
4.518,0.035,0.0,0.035,0.035,0.0025,0.0025,0.0325,0.0325,11,6,0.0102,0.0056,3.4150945850063755e-06,3.4150945850063755e-06,0.0,WELD_FOUND,0.2043,0.2043,False,False
4.568,0.035,0.0,0.035,0.035,0.0025,0.0025,0.0325,0.0325,11,6,0.0102,0.0056,3.4150945850063755e-06,3.4150945850063755e-06,0.0,WELD_FOUND,0.2043,0.2043,False,False
4.618,0.0,0.0,0.0,0.0,0.0114,0.0064,-0.0114,-0.0064,12,6,0.0111,0.0056,3.4150945850063755e-06,nan,nan,NO_WELD,0.0,0.0,False,False
4.668,0.0,0.0,0.0,0.0,0.0114,0.0064,-0.0114,-0.0064,12,6,0.0111,0.0056,3.4150945850063755e-06,nan,nan,NO_WELD,0.0,0.0,False,False
4.718,0.0,0.0,0.0,0.0,0.0114,0.0064,-0.0114,-0.0064,12,6,0.0111,0.0056,3.4150945850063755e-06,nan,nan,NO_WELD,0.0,0.0,False,False
4.768,0.0,0.0,0.0,0.0,0.0091,0.0051,-0.0091,-0.0051,12,6,0.0111,0.0056,3.4150945850063755e-06,nan,nan,NO_WELD,0.0,0.0,False,False
4.818,0.031173219523127963,-0.029449593805514315,0.026755780452300815,0.03559065859395511,0.0091,0.0051,0.0177,0.0305,12,6,0.0111,0.0056,0.7031284346608206,0.7031284346608206,0.0,WELD_FOUND,0.1574,0.2069,False,False
4.868,0.031173219523127963,-0.029449593805514315,0.026755780452300815,0.03559065859395511,0.0091,0.0051,0.0177,0.0305,12,6,0.0111,0.0056,0.7031284346608206,0.7031284346608206,0.0,WELD_FOUND,0.1574,0.2069,False,False
4.918,0.028626273268860518,-0.052014618296258905,0.02082408052442168,0.036428466013299354,0.0073,0.0041,0.0135,0.0323,12,6,0.0111,0.0056,1.4062534542270564,1.054690917763512,0.3515625364635444,WELD_FOUND,0.1225,0.2106,False,False
4.968,0.028626273268860518,-0.052014618296258905,0.02082408052442168,0.036428466013299354,0.0073,0.0041,0.0135,0.0323,12,6,0.0111,0.0056,1.4062534542270564,1.054690917763512,0.3515625364635444,WELD_FOUND,0.1225,0.2106,False,False
5.018,0.0,0.0,0.0,0.0,0.0073,0.0041,-0.0073,-0.0041,12,6,0.0111,0.0056,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
5.07,0.0,0.0,0.0,0.0,0.0058,0.0033,-0.0058,-0.0033,12,6,0.0111,0.0056,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
5.118,0.02812990729856991,-0.046195610838067495,0.021200565672859786,0.035059248924280036,0.0058,0.0033,0.0154,0.0318,12,6,0.0111,0.0056,1.054690917763512,1.054690917763512,0.0,WELD_FOUND,0.1247,0.2046,False,False
5.168,0.02812990729856991,-0.046195610838067495,0.021200565672859786,0.035059248924280036,0.0058,0.0033,0.0154,0.0318,12,6,0.0111,0.0056,1.054690917763512,1.054690917763512,0.0,WELD_FOUND,0.1247,0.2046,False,False
5.218,0.0,0.0,0.0,0.0,0.0047,0.0026,-0.0047,-0.0026,12,6,0.0111,0.0056,1.054690917763512,nan,nan,NO_WELD,0.0,0.0,False,False
5.268,0.0,0.0,0.0,0.0,0.0047,0.0026,-0.0047,-0.0026,12,6,0.0111,0.0056,1.054690917763512,nan,nan,NO_WELD,0.0,0.0,False,False
5.318,0.0,0.0,0.0,0.0,0.0037,0.0021,-0.0037,-0.0021,12,6,0.0111,0.0056,1.054690917763512,nan,nan,NO_WELD,0.0,0.0,False,False
5.368,0.0,0.0,0.0,0.0,0.0037,0.0021,-0.0037,-0.0021,12,6,0.0111,0.0056,1.054690917763512,nan,nan,NO_WELD,0.0,0.0,False,False
5.418,0.02629695748475506,-0.05,0.01879695748475506,0.03379695748475506,0.003,0.0017,0.0158,0.0321,12,6,0.0111,0.0056,1.4062534542270564,1.4062534542270564,0.0,WELD_FOUND,0.1106,0.1988,False,False
5.468,0.02629695748475506,-0.05,0.01879695748475506,0.03379695748475506,0.003,0.0017,0.0158,0.0321,12,6,0.0111,0.0056,1.4062534542270564,1.4062534542270564,0.0,WELD_FOUND,0.1106,0.1988,False,False
5.518,0.0,0.0,0.0,0.0,0.003,0.0017,-0.003,-0.0017,12,6,0.0111,0.0056,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
5.568,0.0,0.0,0.0,0.0,0.0024,0.0013,-0.0024,-0.0013,12,6,0.0111,0.0056,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
5.618,0.0,0.0,0.0,0.0,0.0024,0.0013,-0.0024,-0.0013,12,6,0.0111,0.0056,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
5.668,0.0,0.0,0.0,0.0,0.0024,0.0013,-0.0024,-0.0013,12,6,0.0111,0.0056,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
5.718,0.0,0.0,0.0,0.0,0.0019,0.0011,-0.0019,-0.0011,12,6,0.0111,0.0056,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
5.768,0.0,0.0,0.0,0.0,0.0019,0.0011,-0.0019,-0.0011,12,6,0.0111,0.0056,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
5.818,0.0,0.0,0.0,0.0,0.0015,0.0,-0.0015,0.0,12,6,0.0111,0.0056,1.7578159906906006,1.7578159906906006,0.0,WELD_FOUND,0.0,0.0,False,False
5.868,0.0,0.0,0.0,0.0,0.0015,0.0,-0.0015,0.0,12,6,0.0111,0.0056,1.7578159906906006,1.7578159906906006,0.0,WELD_FOUND,0.0,0.0,False,False
5.918,0.0,0.0,0.0,0.0,0.0015,0.0,-0.0015,0.0,12,6,0.0111,0.0056,1.7578159906906006,nan,nan,NO_WELD,0.0,0.0,False,False
5.968,0.0,0.0,0.0,0.0,0.0012,0.0,-0.0012,0.0,12,6,0.0111,0.0056,1.7578159906906006,nan,nan,NO_WELD,0.0,0.0,False,False
6.018,0.0,0.0,0.0,0.0,0.0012,0.0,-0.0012,0.0,12,6,0.0111,0.0056,1.7578159906906006,nan,nan,NO_WELD,0.0,0.0,False,False
6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,6,0.0111,0.0056,1.7578159906906006,nan,nan,NO_WELD,0.0,0.0,False,False
6.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,6,0.0111,0.0056,1.7578159906906006,nan,nan,NO_WELD,0.0,0.0,False,False
6.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,6,0.0111,0.0056,1.7578159906906006,nan,nan,NO_WELD,0.0,0.0,False,False
6.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,6,0.0111,0.0056,1.7578159906906006,nan,nan,NO_WELD,0.0,0.0,False,False
6.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,6,0.0111,0.0056,1.7578159906906006,nan,nan,NO_WELD,0.0,0.0,False,False
6.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,6,0.0111,0.0056,1.054690917763512,1.054690917763512,0.0,WELD_FOUND,0.0,0.0,False,False
6.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,6,0.0111,0.0056,1.054690917763512,1.054690917763512,0.0,WELD_FOUND,0.0,0.0,False,False
6.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,6,0.0111,0.0056,1.054690917763512,nan,nan,NO_WELD,0.0,0.0,False,False
6.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,6,0.0111,0.0056,1.054690917763512,nan,nan,NO_WELD,0.0,0.0,False,False
6.518,0.032582298035693374,-0.01617807977168155,0.03015558606994114,0.03500901000144561,0.0,0.0,0.0302,0.035,12,6,0.0111,0.0056,0.35156592487770283,0.35156592487770283,0.0,WELD_FOUND,0.0,0.0,True,True
6.568,0.032582298035693374,-0.01617807977168155,0.03015558606994114,0.03500901000144561,0.0,0.0,0.0302,0.035,12,6,0.0111,0.0056,0.35156592487770283,0.35156592487770283,0.0,WELD_FOUND,0.0,0.0,True,True
6.618,0.03071044807271012,-0.0349797443597347,0.025463486418749917,0.035957409726670324,0.0,0.0037,0.0255,0.0323,14,7,0.013,0.0065,1.054690917763512,0.7031284346608206,0.35156248310269134,WELD_FOUND,0.0,0.2085,True,False
6.668,0.03071044807271012,-0.0349797443597347,0.025463486418749917,0.035957409726670324,0.0,0.0037,0.0255,0.0323,14,7,0.013,0.0065,1.054690917763512,0.7031284346608206,0.35156248310269134,WELD_FOUND,0.0,0.2085,True,False
6.718,0.028537318099860896,-0.05111943069519474,0.020869403495581685,0.03620523270414011,0.0148,0.0133,0.006,0.0229,18,10,0.0167,0.0093,1.4062534542270564,1.054690917763512,0.3515625364635444,WELD_FOUND,0.1228,0.2096,False,False
6.768,0.028537318099860896,-0.05111943069519474,0.020869403495581685,0.03620523270414011,0.0148,0.0133,0.006,0.0229,18,10,0.0167,0.0093,1.4062534542270564,1.054690917763512,0.3515625364635444,WELD_FOUND,0.1228,0.2096,False,False
6.818,0.02723696626712297,-0.05687525307370848,0.0187056783060667,0.03576825422817924,0.0119,0.0107,0.0068,0.0251,18,10,0.0167,0.0093,1.7578159906906006,1.2304722393561371,0.5273437513344634,WELD_FOUND,0.11,0.2077,False,False
6.868,0.02723696626712297,-0.05687525307370848,0.0187056783060667,0.03576825422817924,0.0119,0.0107,0.0068,0.0251,18,10,0.0167,0.0093,1.7578159906906006,1.2304722393561371,0.5273437513344634,WELD_FOUND,0.11,0.2077,False,False
6.918,0.026123181250037705,-0.0641467193267124,0.016501173351030844,0.035745189149044565,0.0119,0.0107,0.0046,0.0251,18,10,0.0167,0.0093,2.4609410636176894,1.4062534542270564,1.054687609390633,WELD_FOUND,0.0971,0.2076,False,False
6.968,0.026123181250037705,-0.0641467193267124,0.016501173351030844,0.035745189149044565,0.0095,0.0085,0.007,0.0272,18,10,0.0167,0.0093,2.4609410636176894,1.4062534542270564,1.054687609390633,WELD_FOUND,0.0971,0.2076,False,False
7.018,0.0,0.0,0.0,0.0,0.0095,0.0085,-0.0095,-0.0085,18,10,0.0167,0.0093,2.4609410636176894,nan,nan,NO_WELD,0.0,0.0,False,False
7.07,0.0,0.0,0.0,0.0,0.0076,0.0068,-0.0076,-0.0068,18,10,0.0167,0.0093,2.4609410636176894,nan,nan,NO_WELD,0.0,0.0,False,False
7.118,0.024237211813829516,-0.05,0.016737211813829516,0.03173721181382952,0.0076,0.0068,0.0091,0.0249,18,10,0.0167,0.0093,1.7578159906906006,1.7578159906906006,0.0,WELD_FOUND,0.0985,0.1867,False,False
7.168,0.024237211813829516,-0.05,0.016737211813829516,0.03173721181382952,0.0076,0.0068,0.0091,0.0249,18,10,0.0167,0.0093,1.7578159906906006,1.7578159906906006,0.0,WELD_FOUND,0.0985,0.1867,False,False
7.218,0.0,0.0,0.0,0.0,0.0061,0.0055,-0.0061,-0.0055,18,10,0.0167,0.0093,1.7578159906906006,nan,nan,NO_WELD,0.0,0.0,False,False
7.268,0.0,0.0,0.0,0.0,0.0061,0.0055,-0.0061,-0.0055,18,10,0.0167,0.0093,1.7578159906906006,nan,nan,NO_WELD,0.0,0.0,False,False
7.318,0.025521989382027575,-0.05,0.018021989382027575,0.03302198938202758,0.0061,0.0055,0.0119,0.0276,18,10,0.0167,0.0093,1.4062534542270564,1.4062534542270564,0.0,WELD_FOUND,0.106,0.1942,False,False
7.368,0.025521989382027575,-0.05,0.018021989382027575,0.03302198938202758,0.0049,0.0044,0.0132,0.0286,18,10,0.0167,0.0093,1.4062534542270564,1.4062534542270564,0.0,WELD_FOUND,0.106,0.1942,False,False
7.418,0.02578292629865019,-0.06069453417160709,0.016678746172909126,0.03488710642439125,0.0049,0.0044,0.0118,0.0305,18,10,0.0167,0.0093,1.4062534542270564,1.4062534542270564,0.0,WELD_FOUND,0.0981,0.2039,False,False
7.468,0.02578292629865019,-0.06069453417160709,0.016678746172909126,0.03488710642439125,0.0039,0.0035,0.0128,0.0314,18,10,0.0167,0.0093,1.4062534542270564,1.4062534542270564,0.0,WELD_FOUND,0.0981,0.2039,False,False
7.518,0.025835272938094032,-0.06122630523364048,0.016651327153047964,0.0350192187231401,0.0039,0.0035,0.0128,0.0315,18,10,0.0167,0.0093,1.4062534542270564,1.4062534542270564,0.0,WELD_FOUND,0.0979,0.2044,False,False
7.568,0.025835272938094032,-0.06122630523364048,0.016651327153047964,0.0350192187231401,0.0039,0.0035,0.0128,0.0315,18,10,0.0167,0.0093,1.4062534542270564,1.4062534542270564,0.0,WELD_FOUND,0.0979,0.2044,False,False
7.618,0.025845748636227576,-0.061332609082633195,0.016645857273832596,0.035045639998622556,0.0031,0.0028,0.0135,0.0322,18,10,0.0167,0.0093,0.7031284346608206,1.4062534542270564,-0.7031250195662357,WELD_FOUND,0.0979,0.2045,False,False
7.668,0.025845748636227576,-0.061332609082633195,0.016645857273832596,0.035045639998622556,0.0031,0.0028,0.0135,0.0322,18,10,0.0167,0.0093,0.7031284346608206,1.4062534542270564,-0.7031250195662357,WELD_FOUND,0.0979,0.2045,False,False
7.718,0.0,0.0,0.0,0.0,0.0025,0.0022,-0.0025,-0.0022,18,10,0.0167,0.0093,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
7.768,0.0,0.0,0.0,0.0,0.0025,0.0022,-0.0025,-0.0022,18,10,0.0167,0.0093,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
7.818,0.0,0.0,0.0,0.0,0.002,0.0018,-0.002,-0.0018,18,10,0.0167,0.0093,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
7.868,0.0,0.0,0.0,0.0,0.002,0.0018,-0.002,-0.0018,18,10,0.0167,0.0093,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
7.918,0.0,0.0,0.0,0.0,0.002,0.0018,-0.002,-0.0018,18,10,0.0167,0.0093,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
7.968,0.0,0.0,0.0,0.0,0.0016,0.0014,-0.0016,-0.0014,18,10,0.0167,0.0093,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
8.018,0.0,0.0,0.0,0.0,0.0016,0.0014,-0.0016,-0.0014,18,10,0.0167,0.0093,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
8.07,0.0,0.0,0.0,0.0,0.0013,0.0011,-0.0013,-0.0011,18,10,0.0167,0.0093,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
8.118,0.0,0.0,0.0,0.0,0.0013,0.0011,-0.0013,-0.0011,18,10,0.0167,0.0093,0.35156592487770283,0.35156592487770283,0.0,WELD_FOUND,0.0,0.0,False,False
8.168,0.0,0.0,0.0,0.0,0.0013,0.0011,-0.0013,-0.0011,18,10,0.0167,0.0093,0.35156592487770283,0.35156592487770283,0.0,WELD_FOUND,0.0,0.0,False,False
8.218,0.03140590309687592,-0.02530867483147215,0.0276096018721551,0.03520220432159674,0.001,0.0,0.0266,0.0352,18,10,0.0167,0.0093,0.7031284346608206,0.5273471664290486,0.1757812682317721,WELD_FOUND,0.0,0.0,True,True
8.268,0.03140590309687592,-0.02530867483147215,0.0276096018721551,0.03520220432159674,0.001,0.0,0.0266,0.0352,18,10,0.0167,0.0093,0.7031284346608206,0.5273471664290486,0.1757812682317721,WELD_FOUND,0.0,0.0,True,True
8.318,0.0,0.0,0.0,0.0,0.001,0.0,-0.001,0.0,20,12,0.0185,0.0111,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
8.368,0.0,0.0,0.0,0.0,0.0056,0.0049,-0.0056,-0.0049,20,12,0.0185,0.0111,0.7031284346608206,nan,nan,NO_WELD,0.0,0.0,False,False
8.418,0.03048036012501196,-0.031006354507816244,0.025829406948839524,0.035131313301184394,0.0056,0.0049,0.0203,0.0302,21,13,0.0195,0.012,0.7031284346608206,0.7031284346608206,0.0,WELD_FOUND,0.1519,0.2049,False,False
8.468,0.03048036012501196,-0.031006354507816244,0.025829406948839524,0.035131313301184394,0.007,0.0067,0.0188,0.0285,21,13,0.0195,0.012,0.7031284346608206,0.7031284346608206,0.0,WELD_FOUND,0.1519,0.2049,False,False
8.518,0.02849289242913457,-0.05072929670299854,0.02088349792368479,0.03610228693458435,0.007,0.0067,0.0138,0.0294,21,12,0.0195,0.0111,1.4062534542270564,1.054690917763512,0.3515625364635444,WELD_FOUND,0.1228,0.2091,False,False
8.568,0.02849289242913457,-0.05072929670299854,0.02088349792368479,0.03610228693458435,0.0056,0.0003,0.0153,0.0358,21,12,0.0195,0.0111,1.4062534542270564,1.054690917763512,0.3515625364635444,WELD_FOUND,0.1228,0.2091,False,False
8.618,0.0,0.0,0.0,0.0,0.0056,0.0003,-0.0056,-0.0003,21,12,0.0195,0.0111,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
8.668,0.0,0.0,0.0,0.0,0.0056,0.0003,-0.0056,-0.0003,21,12,0.0195,0.0111,1.4062534542270564,nan,nan,NO_WELD,0.0,0.0,False,False
8.718,0.024685874345507505,-0.05,0.017185874345507505,0.0321858743455075,0.0045,0.0,0.0127,0.0322,21,12,0.0195,0.0111,1.7578159906906006,1.7578159906906006,0.0,WELD_FOUND,0.1011,0.1893,False,False
8.768,0.024685874345507505,-0.05,0.017185874345507505,0.0321858743455075,0.0045,0.0,0.0127,0.0322,21,12,0.0195,0.0111,1.7578159906906006,1.7578159906906006,0.0,WELD_FOUND,0.1011,0.1893,False,False
8.818,0.0,0.0,0.0,0.0,0.0045,0.0,-0.0045,0.0,21,12,0.0195,0.0111,1.7578159906906006,nan,nan,NO_WELD,0.0,0.0,False,False
